"Date","Last","Open","High","Low","Vol.","Change %"
"10/04/2025","35,400.0","35,400.0","35,400.0","35,400.0","231100","6.95%"
"09/04/2025","33,100.0","33,000.0","36,000.0","32,400.0","30890000","-4.89%"
"08/04/2025","34,800.0","36,000.0","36,900.0","34,800.0","50380000","-6.95%"
"04/04/2025","37,400.0","34,100.0","37,500.0","34,100.0","38580000","2.33%"
"03/04/2025","36,550.0","38,100.0","38,500.0","36,550.0","90990000","-6.88%"
"02/04/2025","39,250.0","39,650.0","39,750.0","39,250.0","8160000","-1.13%"
"01/04/2025","39,700.0","38,650.0","39,700.0","38,300.0","12020000","3.66%"
"31/03/2025","38,300.0","38,000.0","38,750.0","37,950.0","7860000","0.13%"
"28/03/2025","38,250.0","38,250.0","38,700.0","37,950.0","6500000","0.00%"
"27/03/2025","38,250.0","38,400.0","38,600.0","38,150.0","5290000","-0.91%"
"26/03/2025","38,600.0","38,650.0","39,200.0","38,450.0","10410000","-0.13%"
"25/03/2025","38,650.0","38,750.0","38,800.0","38,350.0","5560000","0.13%"
"24/03/2025","38,600.0","38,700.0","38,700.0","37,900.0","9210000","-0.13%"
"21/03/2025","38,650.0","38,950.0","39,000.0","38,350.0","6530000","-0.64%"
"20/03/2025","38,900.0","38,400.0","39,000.0","38,100.0","8970000","1.30%"
"19/03/2025","38,400.0","38,400.0","38,600.0","37,900.0","12160000","0.00%"
"18/03/2025","38,400.0","38,950.0","39,100.0","38,400.0","6630000","-1.16%"
"17/03/2025","38,850.0","39,000.0","39,200.0","38,500.0","5680000","0.00%"
"14/03/2025","38,850.0","38,800.0","39,050.0","38,350.0","12600000","-0.38%"
"13/03/2025","39,000.0","39,650.0","39,700.0","38,950.0","16110000","-1.89%"
"12/03/2025","39,750.0","40,000.0","40,050.0","39,300.0","10910000","-0.38%"
"11/03/2025","39,900.0","39,400.0","39,900.0","39,400.0","5690000","-0.25%"
"10/03/2025","40,000.0","40,000.0","40,300.0","39,200.0","15040000","0.63%"
"07/03/2025","39,750.0","39,650.0","39,900.0","39,400.0","11660000","0.63%"
"06/03/2025","39,500.0","38,850.0","39,550.0","38,750.0","7510000","1.80%"
"05/03/2025","38,800.0","39,300.0","39,700.0","38,800.0","9610000","-1.02%"
"04/03/2025","39,200.0","38,650.0","39,400.0","38,500.0","9150000","0.90%"
"03/03/2025","38,850.0","38,350.0","38,850.0","38,350.0","5440000","1.57%"
"28/02/2025","38,250.0","38,250.0","38,700.0","38,250.0","5600000","-0.13%"
"27/02/2025","38,300.0","38,550.0","38,650.0","38,100.0","12860000","-0.65%"
"26/02/2025","38,550.0","39,250.0","39,350.0","38,550.0","15150000","-1.78%"
"25/02/2025","39,250.0","39,500.0","39,700.0","39,250.0","6150000","-0.38%"
"24/02/2025","39,400.0","38,850.0","39,600.0","38,700.0","7260000","1.42%"
"21/02/2025","38,850.0","38,750.0","38,950.0","38,300.0","8170000","0.26%"
"20/02/2025","38,750.0","38,900.0","39,050.0","38,550.0","7040000","0.00%"
"19/02/2025","38,750.0","38,650.0","39,100.0","38,500.0","7480000","0.26%"
"18/02/2025","38,650.0","38,300.0","39,150.0","38,150.0","8040000","0.91%"
