"Date","Last","Open","High","Low","Vol.","Change %"
"23/12/2020","37,272","37,217","37,384","36,939","7290000","0.45%"
"22/12/2020","37,106","36,883","37,328","36,716","5520000","0.60%"
"21/12/2020","36,883","37,050","37,328","36,605","4220000","0.45%"
"18/12/2020","36,716","36,827","37,272","36,605","7220000","0.00%"
"17/12/2020","36,716","37,161","37,161","36,438","5640000","-1.64%"
"16/12/2020","37,328","36,661","37,495","36,605","5740000","2.44%"
"15/12/2020","36,438","35,826","37,495","35,826","5900000","1.71%"
"14/12/2020","35,826","35,492","36,049","35,159","3960000","0.78%"
"11/12/2020","35,548","35,437","35,882","35,270","3610000","0.00%"
"10/12/2020","35,548","34,825","36,160","34,825","5060000","1.75%"
"09/12/2020","34,936","33,656","34,936","33,601","5590000","3.63%"
"08/12/2020","33,712","33,601","33,712","33,378","3290000","0.17%"
"07/12/2020","33,656","33,545","33,712","33,378","2460000","0.16%"
"04/12/2020","33,601","33,545","33,601","33,378","3070000","0.00%"
"03/12/2020","33,601","33,601","33,656","33,378","2090000","-0.16%"
"02/12/2020","33,656","33,656","33,712","33,434","2560000","-0.17%"
"01/12/2020","33,712","33,490","33,712","33,378","2770000","0.00%"
"30/11/2020","33,712","33,879","33,879","33,434","2410000","-0.49%"
"27/11/2020","33,879","33,935","33,935","33,601","2000000","-0.17%"
"26/11/2020","33,935","34,157","34,157","33,434","2280000","-0.65%"
"25/11/2020","34,157","34,213","34,213","33,935","2930000","-0.16%"
"24/11/2020","34,213","34,268","34,324","33,935","2330000","-0.32%"
"23/11/2020","34,324","34,268","34,380","33,990","2400000","0.16%"
"20/11/2020","34,268","34,324","34,380","33,935","2380000","0.16%"
"19/11/2020","34,213","34,268","34,324","33,823","2730000","0.00%"
"18/11/2020","34,213","34,380","34,435","33,935","2840000","-0.49%"
"17/11/2020","34,380","34,435","34,491","33,935","2340000","0.82%"
"16/11/2020","34,102","34,491","34,491","33,879","2880000","-1.13%"
"13/11/2020","34,491","34,491","34,491","34,213","2640000","0.00%"
"12/11/2020","34,491","34,435","34,491","34,157","2430000","0.00%"
"11/11/2020","34,491","34,491","34,491","33,990","2520000","0.00%"
"10/11/2020","34,491","34,268","34,491","34,213","2360000","0.81%"
"09/11/2020","34,213","34,602","34,658","33,879","3120000","-0.97%"
"06/11/2020","34,547","34,602","34,602","34,268","2430000","0.00%"
"05/11/2020","34,547","34,602","34,658","34,268","2260000","-0.16%"
"04/11/2020","34,602","34,491","34,602","34,268","2030000","0.16%"
"03/11/2020","34,547","34,602","34,658","34,324","2350000","-0.32%"
"02/11/2020","34,658","34,713","34,769","34,324","1960000","0.48%"
"30/10/2020","34,491","34,380","34,491","33,990","2430000","0.00%"
"29/10/2020","34,491","34,435","34,547","34,102","2130000","0.00%"
"28/10/2020","34,491","34,435","34,658","34,157","2470000","-0.16%"
"27/10/2020","34,547","34,491","34,602","34,213","2120000","0.16%"
"26/10/2020","34,491","34,602","34,713","34,268","1790000","-0.48%"
"23/10/2020","34,658","34,769","34,936","34,435","3100000","-0.32%"
"22/10/2020","34,769","34,658","34,936","34,435","3050000","0.32%"
"21/10/2020","34,658","34,602","34,713","34,435","2190000","0.48%"
"20/10/2020","34,491","34,825","34,992","34,380","3160000","-0.96%"
"19/10/2020","34,825","34,713","34,992","34,380","3100000","0.48%"
"16/10/2020","34,658","34,713","34,769","34,268","2480000","-0.16%"
"15/10/2020","34,713","34,658","34,936","34,324","3120000","0.64%"
"14/10/2020","34,491","34,602","35,047","34,380","2710000","0.00%"
"13/10/2020","34,491","34,713","34,992","34,324","2130000","-0.80%"
"12/10/2020","34,769","34,992","35,270","34,491","2820000","-0.16%"
"09/10/2020","34,825","34,380","35,437","34,380","3110000","-0.63%"
"08/10/2020","35,047","35,214","35,325","34,880","2320000","-0.16%"
"07/10/2020","35,103","35,270","35,492","34,936","2210000","-0.32%"
"06/10/2020","35,214","35,270","35,548","35,047","2590000","0.00%"
"05/10/2020","35,214","35,325","35,381","35,103","2150000","-0.31%"
"02/10/2020","35,325","35,492","35,604","35,159","2250000","-0.32%"
"01/10/2020","35,437","35,548","35,715","35,270","2440000","-0.31%"
"30/09/2020","35,548","35,325","35,604","35,103","2360000","0.79%"
"29/09/2020","35,270","35,381","35,604","35,103","2410000","0.00%"
"28/09/2020","35,270","35,381","35,659","35,214","2520000","-0.16%"
"25/09/2020","35,325","35,381","35,715","35,103","2560000","0.00%"
"24/09/2020","35,325","35,381","35,826","35,159","2740000","-0.16%"
"23/09/2020","35,381","35,325","35,882","35,214","2330000","-0.31%"
"22/09/2020","35,492","35,715","35,826","35,381","1540000","-0.62%"
"21/09/2020","35,715","35,548","35,993","35,548","2760000","0.47%"
"18/09/2020","35,548","35,270","35,937","35,214","2830000","0.79%"
"17/09/2020","35,270","35,381","35,492","35,103","2120000","-0.63%"
"16/09/2020","35,492","35,492","35,826","35,214","2850000","0.00%"
"15/09/2020","35,492","35,604","35,882","35,159","2390000","0.16%"
"14/09/2020","35,437","35,047","35,548","34,992","1790000","1.27%"
"11/09/2020","34,992","34,936","35,270","34,713","3210000","0.16%"
"10/09/2020","34,936","35,047","35,270","34,547","2540000","0.00%"
"09/09/2020","34,936","34,769","34,936","34,602","2080000","0.16%"
"08/09/2020","34,880","34,658","35,325","33,990","4180000","-0.16%"
