"Date","Last","Open","High","Low","Vol.","Change %"
"20/12/2021","134,014","134,014","134,758","130,291","6040000","2.86%"
"17/12/2021","130,291","132,111","133,683","130,043","3580000","-1.56%"
"16/12/2021","132,359","133,186","133,931","125,907","1150000","-0.62%"
"15/12/2021","133,186","129,050","133,186","129,050","1470000","2.55%"
"14/12/2021","129,877","128,967","130,291","128,802","1130000","0.64%"
"13/12/2021","129,050","127,478","130,208","127,230","1750000","1.50%"
"10/12/2021","127,148","126,568","127,396","124,252","1200000","-0.19%"
"09/12/2021","127,396","124,087","127,396","124,087","941280","1.92%"
"08/12/2021","124,997","125,079","125,741","124,997","778080","-0.53%"
"07/12/2021","125,658","124,500","126,155","124,500","683640","0.60%"
"06/12/2021","124,914","124,914","126,568","119,950","1320000","0.00%"
"03/12/2021","124,914","125,741","128,637","124,914","1380000","-0.66%"
"02/12/2021","125,741","124,087","126,899","124,087","1210000","1.40%"
"01/12/2021","124,004","123,259","125,741","123,259","1510000","0.47%"
"30/11/2021","123,425","126,320","127,313","123,425","1790000","-2.16%"
"29/11/2021","126,155","128,223","129,050","125,824","1770000","-3.17%"
"26/11/2021","130,291","129,050","130,291","128,388","1360000","0.00%"
"25/11/2021","130,291","129,877","131,532","128,306","1260000","0.32%"
"24/11/2021","129,877","128,637","132,111","127,478","1560000","0.32%"
"23/11/2021","129,464","122,929","129,712","122,929","2240000","4.40%"
"22/11/2021","124,004","122,019","124,004","121,605","761520","1.70%"
"19/11/2021","121,936","123,259","124,004","121,936","1560000","-0.41%"
"18/11/2021","122,432","124,500","125,741","122,432","1270000","-1.66%"
"17/11/2021","124,500","124,914","125,741","124,169","434640","-0.99%"
"16/11/2021","125,741","127,230","128,306","124,087","2040000","-1.30%"
"15/11/2021","127,396","124,087","127,396","122,598","2190000","2.94%"
"12/11/2021","123,756","121,522","124,169","121,440","1750000","1.84%"
"11/11/2021","121,522","123,094","124,914","120,778","2090000","-0.54%"
"10/11/2021","122,184","122,432","123,921","121,522","1580000","-0.07%"
"09/11/2021","122,267","126,486","126,486","122,184","1770000","-2.76%"
"08/11/2021","125,741","124,087","126,238","123,094","2250000","2.84%"
"05/11/2021","122,267","122,432","124,004","121,770","1480000","-0.07%"
"04/11/2021","122,349","120,612","123,673","119,950","1380000","1.65%"
"03/11/2021","120,364","120,364","122,432","119,123","1620000","0.00%"
"02/11/2021","120,364","120,364","123,011","120,281","1230000","0.00%"
"01/11/2021","120,364","124,087","124,169","120,033","2000000","-3.58%"
"29/10/2021","124,831","124,087","125,741","122,019","1860000","-0.53%"
"28/10/2021","125,493","121,440","126,155","119,123","2110000","3.34%"
"27/10/2021","121,440","115,814","122,349","115,649","2420000","5.16%"
"26/10/2021","115,483","117,055","117,055","114,822","1020000","-0.57%"
"25/10/2021","116,145","118,296","118,296","116,145","690000","0.21%"
